File,Action_Type,PersonNo,var_Gyroscope_X,mean_Gyroscope_X,std_Gyroscope_X,max_Gyroscope_X,min_Gyroscope_X,range_Gyroscope_X,kurtosis_Gyroscope_X,skewness_Gyroscope_X,var_Gyroscope_Y,mean_Gyroscope_Y,std_Gyroscope_Y,max_Gyroscope_Y,min_Gyroscope_Y,range_Gyroscope_Y,kurtosis_Gyroscope_Y,skewness_Gyroscope_Y,var_Gyroscope_Z,mean_Gyroscope_Z,std_Gyroscope_Z,max_Gyroscope_Z,min_Gyroscope_Z,range_Gyroscope_Z,kurtosis_Gyroscope_Z,skewness_Gyroscope_Z,var_Gyroscope_N_XYZ,mean_Gyroscope_N_XYZ,std_Gyroscope_N_XYZ,max_Gyroscope_N_XYZ,min_Gyroscope_N_XYZ,range_Gyroscope_N_XYZ,kurtosis_Gyroscope_N_XYZ,skewness_Gyroscope_N_XYZ,var_Gyroscope_N_HOR,mean_Gyroscope_N_HOR,std_Gyroscope_N_HOR,max_Gyroscope_N_HOR,min_Gyroscope_N_HOR,range_Gyroscope_N_HOR,kurtosis_Gyroscope_N_HOR,skewness_Gyroscope_N_HOR,var_Gyroscope_N_VER,mean_Gyroscope_N_VER,std_Gyroscope_N_VER,max_Gyroscope_N_VER,min_Gyroscope_N_VER,range_Gyroscope_N_VER,kurtosis_Gyroscope_N_VER,skewness_Gyroscope_N_VER,Gyroscope_corr_XY,Gyroscope_corr_XZ,Gyroscope_corr_YZ,Gyroscope_corr_NV,Gyroscope_corr_NH,Gyroscope_corr_HV
UMAFall_Subject_01_ADL_Aplausing_1_2017-04-14_23-38-23.csv,A,MA,9.130801541688012,-3.3473360655737703,3.021721618827256,4.65625,-10.484375,15.140625,0.52864172568498,-0.12597480821990478,4.074160983393101,0.8943391393442623,2.0184550981860117,4.640625,-2.7578125,7.3984375,-0.7546741376178416,-0.10214538980162056,4.105307457095287,-1.403688524590164,2.026155832381924,2.5078125,-6.921875,9.4296875,0.017844442428371465,-0.09079057172349286,4.172035926446836,5.186298861007733,2.042556223570562,11.817652955926517,1.3030725409105204,10.514580415015997,1.5465072332748449,0.8774809720115977,2.1092235176659577,2.9565041317748952,1.4523166037975184,7.378264141265292,0.4616652094591924,6.916598931806099,0.3358205007712449,0.3398251182732991,5.549565469014903,4.553628754016001,2.355751572007308,11.817588396445888,0.204472692629725,11.613115703816163,1.057512152147475,0.7444941767771401,0.19783813280600399,-0.15352830006245832,0.16498031687642425,0.9543770687378297,0.12712436280152586,-0.019580838682513344
UMAFall_Subject_01_ADL_Aplausing_2_2017-04-14_23-38-59.csv,A,MA,24.104925170231386,-2.1312756147540983,4.909676686934832,14.2890625,-20.3359375,34.625,5.277985291989095,0.4146365247489715,4.824088741781934,-0.3680840163934426,2.1963808280400587,4.546875,-8.9921875,13.5390625,3.1088071587319552,-0.9511684969767177,4.705768422611424,-1.655609631147541,2.1692783183841176,8.625,-6.703125,15.328125,7.3534275861159415,1.5352832468230873,12.05012872555171,5.352538805885924,3.471329532837773,20.465013375537712,1.538804705566954,18.92620866997076,7.120889544156851,2.380213648582266,3.9587440656980992,2.8907287091040996,1.989659283821755,9.750112679637349,0.5522061577210091,9.19790652191634,2.670953949544902,1.4790377582926901,12.187417981657672,4.861495849328849,3.491048264011495,20.444239260615998,0.9046996437008804,19.539539616915118,7.74018058764273,2.509424161087518,-0.07069179232122794,0.07684246242629092,0.29320187852141016,0.9592744910861751,0.48699584611835933,0.31220915493149026
UMAFall_Subject_01_ADL_Aplausing_3_2017-04-14_23-39-35.csv,A,MA,6.812530851103569,-2.9404456967213113,2.610082537220532,4.7421875,-8.5625,13.3046875,0.8351578363673196,0.836773134022102,7.309427296789616,0.31954405737704916,2.7035952538776242,8.6484375,-8.59375,17.2421875,2.3439306335535717,-0.12704976880808555,2.0341908272498292,-1.2567879098360655,1.4262506186676411,2.1953125,-4.8671875,7.0625,0.09984596374352428,-0.12258894914744932,4.054231935482288,4.715015387814265,2.013512338050673,9.901717343352932,1.1558804308026414,8.74583691255029,0.06952890152820634,0.3912178152275067,3.32008659719527,2.7579719656454844,1.822110478866545,8.922716411724767,0.2717582364207201,8.650958175304048,2.481720744942617,1.4099986063430001,3.06034684612453,3.9896432138850244,1.7493847050104587,8.851203931395787,1.0097184013377194,7.841485530058067,-0.18049102461675082,0.139634810037496,-0.1446737589086068,0.26154175794266543,0.3088666063436645,0.804488030837304,0.7401862121317682,0.28066778113421764
UMAFall_Subject_01_ADL_HandsUp_1_2017-04-14_23-32-44.csv,A,MA,2.912591886259819,-2.4345543032786887,1.706631737153572,0.6953125,-6.46875,7.1640625,-0.5604857395472242,-0.1927049467776929,1.3111776383196723,0.6924948770491803,1.1450666523480946,2.7734375,-2.15625,4.9296875,-0.7180473400080327,0.21807723017671066,1.8693768610719774,-1.1780225409836065,1.367251571976415,0.890625,-4.0546875,4.9453125,-1.2263758859031315,-0.07337626908810613,1.8124901967074722,3.46479760083321,1.3462875609272604,6.481592964949376,0.4902616090542885,5.991331355895088,-0.6412030171184981,0.05563375285695922,1.1349451288736565,1.9696093654525173,1.0653380350262804,4.603425715737411,0.2281731541642224,4.3752525615731885,-0.5365618793497022,0.09041502626874416,2.263934075712512,3.1291447996834134,1.5046375230308835,6.469811393901391,0.32211762700137975,6.1476937669000105,-0.8129372439300635,0.1846491486116375,0.3126711952659737,0.07215084830544863,0.05136357797406437,0.9528019342437661,0.31376870587104844,0.15391569014560585
UMAFall_Subject_01_ADL_HandsUp_2_2017-04-14_23-33-21.csv,A,MA,2045.8208870309295,-10.591956967213115,45.23075156385232,105.390625,-120.6484375,226.0390625,0.27576619235405664,-0.07477527438010287,159.128508520908,-2.42827868852459,12.614614878025726,21.5,-28.8671875,50.3671875,-0.5505499234669617,-0.12207629623880549,107.40385361968494,1.4900102459016393,10.363583049297427,36.765625,-18.921875,55.6875,1.672845762980888,0.9905460464823127,771.0186874828181,40.45210751377757,27.767223258417793,123.49982257783941,3.691652190881137,119.80817038695827,1.2861297968972893,1.2608082100615168,67.74049533996082,14.270586941690986,8.230461429346523,40.52538869531358,1.9340001151273234,38.591388580186255,0.30085906499972825,0.7723207333952263,781.5372363635973,38.25716281713864,27.955987486826455,120.67104903495002,2.1347575837565844,118.53629145119343,1.2322675779523289,1.197834823417558,0.6884509707665083,0.4544849215436248,0.39641995789964396,0.995779733862524,0.60826863578262,0.5675893343570526
UMAFall_Subject_01_ADL_HandsUp_3_2017-04-14_23-33-59.csv,A,MA,3.032905820419228,-3.0541752049180326,1.741523993638683,0.90625,-6.3046875,7.2109375,-0.5386217305863394,0.31310327029924045,1.7388422064442453,0.4947489754098361,1.318651662283958,2.859375,-2.2109375,5.0703125,-0.7157226914465884,0.25806460576403556,1.784526820782104,-1.2852202868852458,1.3358618269799103,0.9453125,-3.0,3.9453125,-1.5523901747472295,0.3195739776538566,2.030583179163886,3.959299675272365,1.4249853259468626,7.313443114929691,1.1838193370004775,6.129623777929213,-0.5436473798035943,0.09940856546538679,0.9333904871390707,2.1081004743574634,0.9661213625311629,3.965011157180078,0.21021287573552672,3.7547982814445513,-0.7728170428140011,-0.2193815813892277,2.084910098818197,3.6969588121895756,1.4439217772504842,6.958731938745198,1.041643879959101,5.9170880587860974,-0.6592657439097285,0.058175636426856754,-0.018521384104598696,0.07935579054780051,-0.03394535314720104,0.9699018373364668,0.4955937736777537,0.37757201428975484
UMAFall_Subject_01_ADL_MakingACall_1_2017-04-14_23-30-27.csv,A,MA,1116.9177737043203,-1.0446977459016393,33.42031977262217,76.625,-87.46875,164.09375,0.7466053647408026,0.34724055192054554,447.1035598171212,-2.216188524590164,21.14482347566707,52.9765625,-46.4140625,99.390625,0.260505786033006,0.13498855283451808,3147.8907471370176,39.26063012295082,56.10606693698122,194.171875,-8.5546875,202.7265625,0.8721097724295905,1.3865178071524231,3145.9715160198925,55.56680097368557,56.08896073221443,195.4788900622288,0.4591464142160973,195.0197436480127,0.18008642506847483,0.9896209554193497,2943.8261692609913,46.763252874641424,54.257037969843054,195.17134602467144,0.29851520585223124,194.8728308188192,0.694904921664258,1.2663691021568098,3066.221403041204,52.16729454061533,55.37347201540828,194.4809995652391,0.321168824860851,194.15983074037825,0.499402166998022,1.1358654694333337,0.8046761853800157,-0.28791537644404674,-0.24144342805238486,0.9957931739758943,0.9738630695806216,0.9762260399048367
UMAFall_Subject_01_ADL_MakingACall_2_2017-04-14_23-31-05.csv,A,MA,4005.655410016169,-7.681864754098361,63.29024735309674,136.078125,-181.3984375,317.4765625,0.2792730475463312,-0.004838818324211251,2475.7290375256143,4.956582991803279,49.75669841866132,121.875,-130.4609375,252.3359375,0.5450153539610088,-0.39051478325508937,688.8147559327505,5.587090163934426,26.245280641150526,62.828125,-50.859375,113.6875,-0.5769509629540202,0.19312744407143306,1594.6288518734,74.82621129328119,39.93280420748585,187.828999444246,10.212324169424228,177.61667527482177,0.3843647376692956,0.5920773735059593,958.5104984046151,47.1768174664372,30.959820710149714,135.5996342296787,8.071828723734944,127.52780550594377,0.7523478244094677,0.992646649128065,1419.2104814968743,57.548184379178366,37.67241008346658,182.17012825225052,5.353341401419888,176.81678685083062,1.0755835490208545,1.0460584757661964,0.2224007304279487,0.3494960670157605,0.4940053561157737,0.8444624514748102,0.6301025391492302,0.17338497590258514
UMAFall_Subject_01_ADL_MakingACall_3_2017-04-14_23-31-42.csv,A,MA,289.2869374426336,-3.6251280737704916,17.008437242810803,82.5234375,-26.4921875,109.015625,16.347975827623735,3.7157673073930337,44.02165800834614,0.5726178278688525,6.634881913670064,14.4296875,-19.328125,33.7578125,0.10967418628117853,-0.05725793050048764,20.45618929836919,-0.7861168032786885,4.522851898787886,8.578125,-14.765625,23.34375,0.9977224512045799,-0.4559443771862828,184.18347162793887,13.44948757206976,13.571421135162629,82.82504400867568,1.227557319499277,81.59748668917639,17.008396797340225,3.872516302670617,16.71535309479035,6.9228154177851025,4.088441401657892,19.996050635453617,0.6410535913878418,19.354997044065776,1.8465537411709017,1.1745440594328485,189.92199933342073,11.472418219801991,13.781219080089421,82.7889386440991,0.03314563036811941,82.75579301373098,16.939804454638015,3.847043353100527,-0.2743737672564696,-0.1116582519353918,-0.18582736273684933,0.9884623018430203,0.5477660106902713,0.45547817914048916
UMAFall_Subject_01_ADL_OpeningDoor_1_2017-04-14_23-35-12.csv,A,MA,66.1153597472144,-0.8164702868852459,8.131135206551075,14.0859375,-25.484375,39.5703125,0.4340361506794541,-0.47563437712720025,50.69971423539958,4.596183401639344,7.120373180908398,22.3984375,-9.375,31.7734375,-0.38608901512659033,0.12721001389307435,4.434481861552254,-1.3715420081967213,2.10582094717292,2.90625,-6.4296875,9.3359375,0.30509678783641503,-0.347682522286462,33.824795212838445,10.472068606785038,5.8159088036899655,26.91190688936544,1.6846583423557282,25.22724854700971,-0.1154016540604017,0.6418098399182137,23.996929313865106,7.323445167979072,4.8986660749499045,22.520727486116122,0.6674088479429232,21.8533186381732,0.4700363664697367,0.845882430660765,23.172104900853366,7.01062077916083,4.813741258195476,25.549861255127198,0.8387074434993707,24.711153811627828,2.6553039225126076,1.4400292000875434,0.6544023703563494,0.342271886011916,0.29248286321074746,0.7571562295321936,0.8069493724961846,0.25439069918027335
